idnumber,City_ Location,day,Sex,Age,Time,Day_of_week,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Lanes_or_Medians,Road_allignment,Road_surface_type,Vehicle_movement,Label,results
7evmiuv5,New Delhi,07-01-20,M,38,8:39:00,Monday,Elementary school,Employee,1-2yr,Lorry (11?40Q),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
u2bbgn8k,Noida,08-01-20,M,62,15:30:00,Tuesday,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
xkg22dwz,Gurgaon,09-01-20,M,58,23:45:00,Tuesday,Elementary school,Employee,5-10yr,Long lorry,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
jlgtbli7,Bangalore,10-01-20,F,52,23:45:00,Tuesday,Elementary school,Employee,2-5yr,Turbo,,,other,,Asphalt roads,Moving Backward,0,0
20ocbzp6,Bangalore,11-01-20,M,61,23:45:00,Tuesday,Elementary school,Employee,5-10yr,Long lorry,Owner,Above 10yr,other,Tangent road with rolling terrain,Asphalt roads,Going straight,0,0
vqss7z7m,Pune,12-01-20,M,50,23:45:00,Tuesday,,,5-10yr,Long lorry,Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Turnover,1,1
ym8sydbz,Mumbai,13-01-20,F,51,14:35:00,Saturday,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Turnover,0,0
2t7rlf64,Mumbai,14-01-20,F,65,14:35:00,Saturday,Junior high school,Employee,Above 10yr,Automobile,,,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
lhuvagem,New Delhi,15-01-20,F,52,14:35:00,Saturday,Elementary school,Employee,Below 1yr,Automobile,Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
50slzxj0,Bangalore,16-01-20,M,47,14:35:00,Saturday,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
2se42vec,Mumbai,17-01-20,M,35,13:15:00,Saturday,Elementary school,Owner,5-10yr,,Governmental,Below 1yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
2ka0tmer,Bangalore,18-01-20,M,57,13:15:00,Saturday,Elementary school,Employee,2-5yr,Stationwagen,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
qolkocdj,Bangalore,19-01-20,M,62,15:10:00,Saturday,Elementary school,Employee,Above 10yr,,Governmental,,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
ulebayqk,Bangalore,20-01-20,M,59,15:10:00,Saturday,Elementary school,Employee,2-5yr,Automobile,Owner,1-2yr,Undivided Two way,Gentle horizontal curve,Asphalt roads,Getting off,1,1
wzicwmwn,Bangalore,21-01-20,M,53,15:10:00,Saturday,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,Undivided Two way,Gentle horizontal curve,Asphalt roads,Moving Backward,1,1
efjt0n9u,Mumbai,22-01-20,F,62,9:30:00,Monday,Junior high school,Employee,Below 1yr,Long lorry,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Other,1,1
7sjw5ci7,Mumbai,23-01-20,M,54,9:30:00,Monday,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,2-5yrs,Undivided Two way,Gentle horizontal curve,Asphalt roads,Going straight,0,0
m4za7mz2,Chennai,24-01-20,M,56,13:56:00,Sunday,Elementary school,Employee,5-10yr,Public (13?45 seats),Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
riollu13,Mumbai,25-01-20,M,56,13:56:00,Sunday,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
p37rw8dh,Mumbai,26-01-20,F,54,13:56:00,Sunday,Elementary school,Employee,1-2yr,Lorry (11?40Q),Owner,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
7gytw8j4,Chandigarh,27-01-20,M,66,13:56:00,Sunday,Elementary school,Employee,,Pick up upto 10Q,Owner,5-10yrs,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
275wut5u,Bangalore,28-01-20,M,63,13:56:00,Sunday,Junior high school,Employee,1-2yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
0r99rtay,Bangalore,29-01-20,M,44,12:10:00,Monday,,Employee,5-10yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
sxfo25w7,Hyderabad,30-01-20,M,60,12:10:00,Monday,Elementary school,Owner,1-2yr,Automobile,Governmental,,Two-way (divided with broken lines road marking),Escarpments,Asphalt roads,Going straight,0,0
4hk0veck,New Delhi,31-01-20,M,55,16:05:00,Friday,Junior high school,Employee,5-10yr,Long lorry,Owner,2-5yrs,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
tvqaubye,New Delhi,01-02-20,M,66,16:05:00,Friday,Junior high school,Employee,2-5yr,Long lorry,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
4ejtmoht,Mumbai,02-02-20,M,66,16:55:00,Thursday,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
dhcfu6xg,Hyderabad,03-02-20,M,65,16:55:00,Thursday,Junior high school,Employee,5-10yr,Stationwagen,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
1lu72bzf,Gurgaon,04-02-20,M,60,0:30:00,Wednesday,Junior high school,Owner,Below 1yr,,Owner,Below 1yr,Undivided Two way,Tangent road with mild grade and flat terrain,Asphalt roads,Moving Backward,1,1
1re4dw64,New Delhi,05-02-20,F,60,0:30:00,Wednesday,High school,Employee,Below 1yr,Other,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
3bi75xn8,Mumbai,06-02-20,M,60,8:50:00,Wednesday,Junior high school,Employee,,Special vehicle,Governmental,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
4hoj029s,Mumbai,07-02-20,M,56,11:15:00,Wednesday,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,2-5yrs,Double carriageway (median),Tangent road with mild grade and flat terrain,Asphalt roads,Moving Backward,1,1
3m1zet9t,Gurgaon,08-02-20,F,59,4:55:00,Saturday,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
0lzapk68,Bangalore,09-02-20,M,62,4:55:00,Saturday,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
21irqpxj,Mumbai,10-02-20,F,63,12:34:00,Wednesday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
1ugzkf22,Noida,11-02-20,M,57,12:34:00,Wednesday,Elementary school,Employee,5-10yr,Motorcycle,Organization,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads with some distress,Going straight,0,0
eljk918r,New Delhi,12-02-20,F,62,12:34:00,Wednesday,,Owner,5-10yr,Automobile,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
0y8lfjkx,Mumbai,13-02-20,M,63,18:11:00,Thursday,Junior high school,Employee,5-10yr,Automobile,Governmental,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
7e8btgoo,Bangalore,14-02-20,M,46,18:11:00,Thursday,Junior high school,Owner,5-10yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,,1,1
6q2gbxxx,New Delhi,15-02-20,M,63,18:11:00,Thursday,Illiterate,Employee,2-5yr,Stationwagen,Owner,,Unknown,Tangent road with flat terrain,Asphalt roads,Other,0,0
9dmmf25h,Mumbai,16-02-20,M,60,20:52:00,Tuesday,Junior high school,Employee,5-10yr,,Owner,1-2yr,Double carriageway (median),Tangent road with flat terrain,Gravel roads,Going straight,1,1
bw99msee,Bangalore,17-02-20,M,58,20:52:00,Tuesday,Junior high school,Employee,Below 1yr,Public (> 45 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,,1,1
a6vt8kso,Kolkata,18-02-20,M,64,15:30:00,Sunday,Junior high school,Employee,1-2yr,Public (> 45 seats),Organization,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Overtaking,1,1
0pgcfk6b,Gurgaon,19-02-20,M,63,15:30:00,Sunday,Elementary school,Employee,2-5yr,Stationwagen,Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Reversing,0,0
rhji4io9,Mumbai,20-02-20,F,74,17:17:00,Wednesday,Elementary school,Employee,2-5yr,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
28386eaw,Mumbai,21-02-20,M,52,17:17:00,Wednesday,Elementary school,Employee,5-10yr,Bicycle,Organization,5-10yrs,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Other,0,0
i7x50taa,Mumbai,22-02-20,M,69,17:15:00,Wednesday,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
26savv32,Noida,23-02-20,M,51,13:30:00,Tuesday,,,,Lorry (41?100Q),Owner,2-5yrs,Two-way (divided with broken lines road marking),Escarpments,Asphalt roads,Going straight,0,0
5rif0ayx,Mumbai,24-02-20,F,60,13:30:00,Tuesday,Junior high school,Employee,Above 10yr,Automobile,Owner,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,1,1
l3vwb2v7,Bangalore,25-02-20,M,56,7:11:00,Sunday,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Asphalt roads,Moving Backward,1,1
3saha2xq,Chennai,26-02-20,M,55,7:11:00,Sunday,Junior high school,Owner,Above 10yr,Special vehicle,Owner,,Double carriageway (median),Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
s9qvrkia,Bangalore,27-02-20,M,54,16:51:00,Saturday,Junior high school,Employee,unknown,Automobile,Owner,1-2yr,Undivided Two way,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
azo06qbj,Bangalore,28-02-20,F,77,16:51:00,Saturday,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
tjvjlyn9,Pune,01-03-20,M,63,7:25:00,Friday,Junior high school,Employee,2-5yr,,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
mi7saerx,Ahmedabad,02-03-20,M,55,7:25:00,Friday,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Getting off,0,0
n4r40yit,New Delhi,03-03-20,M,52,23:53:00,Thursday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
wphc23nf,Mumbai,04-03-20,F,64,19:39:00,Sunday,High school,Owner,5-10yr,Public (12 seats),,,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
bvi590x5,Mumbai,05-03-20,F,60,14:30:00,Tuesday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Asphalt roads,Moving Backward,1,1
nrp3y0h7,Bangalore,06-03-20,M,60,14:30:00,Tuesday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
qzno50i1,Bangalore,07-03-20,F,58,14:30:00,Tuesday,Elementary school,Employee,2-5yr,Public (12 seats),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
2vo80sry,Bangalore,08-03-20,F,59,14:30:00,Tuesday,High school,Owner,Above 10yr,Public (> 45 seats),Owner,1-2yr,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
0n8odm7e,Gurgaon,09-03-20,M,61,14:20:00,Saturday,Elementary school,Employee,1-2yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Earth roads,Going straight,1,1
5bix1kuz,Noida,10-03-20,F,40,14:20:00,Saturday,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
arnuoufn,Gurgaon,11-03-20,F,61,7:45:00,Friday,,,,Stationwagen,Owner,,other,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
x0ygzz4u,Mumbai,12-03-20,M,41,7:45:00,Friday,Junior high school,Owner,5-10yr,Other,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
8fef4kx2,Mumbai,13-03-20,F,57,7:46:00,Tuesday,Above high school,Employee,5-10yr,,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
p92i7tlw,Gurgaon,14-03-20,M,63,7:46:00,Tuesday,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
aifn4vzl,Bangalore,15-03-20,M,59,20:15:00,Saturday,Junior high school,Employee,Above 10yr,Stationwagen,Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
a9tf0tth,Bangalore,16-03-20,F,51,20:15:00,Saturday,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
id1cxmk1,Bangalore,17-03-20,F,59,16:14:00,Monday,Junior high school,Employee,2-5yr,Lorry (41?100Q),,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
473qbg0u,Bangalore,18-03-20,F,42,16:25:00,Tuesday,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
m2e9moz9,New Delhi,19-03-20,M,55,16:25:00,Tuesday,Junior high school,Employee,Above 10yr,,Owner,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads with some distress,Going straight,1,1
o1fa8dfw,New Delhi,20-03-20,M,63,21:34:00,Sunday,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
hojj9zx5,Mumbai,21-03-20,M,62,21:34:00,Sunday,Above high school,Employee,5-10yr,Lorry (41?100Q),Governmental,Unknown,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
g8d1xkub,Bangalore,22-03-20,M,56,14:00:00,Saturday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
74b6x07a,Noida,23-03-20,M,53,14:00:00,Saturday,Elementary school,Owner,Below 1yr,Pick up upto 10Q,Owner,,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
2931ep31,Hyderabad,24-03-20,F,68,12:19:00,Monday,,,,Pick up upto 10Q,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
05bk91lm,Mumbai,25-03-20,M,53,12:19:00,Monday,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
x7sghrr3,Gurgaon,26-03-20,F,60,11:49:00,Wednesday,Junior high school,,,Other,Owner,5-10yrs,other,Tangent road with flat terrain,Asphalt roads,Other,1,1
n3fs7533,Gurgaon,27-03-20,M,62,18:09:00,Thursday,Junior high school,Employee,1-2yr,,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
n9m6e3va,Bangalore,28-03-20,M,59,10:40:00,Monday,Junior high school,Owner,2-5yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Reversing,1,1
bpm5llgf,Jaipur,29-03-20,M,51,10:40:00,Monday,,Employee,unknown,Motorcycle,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
2qgtvuex,Gurgaon,30-03-20,M,61,16:54:00,Sunday,Junior high school,Employee,Above 10yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Reversing,1,1
c75fr6ge,New Delhi,31-03-20,M,57,23:26:00,Sunday,Junior high school,Owner,2-5yr,Automobile,Owner,,,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
s4gfbsqy,Mumbai,01-04-20,M,56,11:33:00,Sunday,Junior high school,Employee,5-10yr,Public (12 seats),Governmental,2-5yrs,Two-way (divided with broken lines road marking),,Asphalt roads,Reversing,1,1
6l00czek,Mumbai,02-04-20,M,58,11:33:00,Sunday,Junior high school,Employee,2-5yr,Automobile,Owner,Below 1yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,,1,1
w5nqgc2b,New Delhi,03-04-20,F,69,18:30:00,Wednesday,Junior high school,Employee,1-2yr,Public (> 45 seats),Owner,Above 10yr,,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
osbuqzob,New Delhi,04-04-20,M,67,13:34:00,Friday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,0,0
q72n0eg9,Ahmedabad,05-04-20,M,58,13:34:00,Friday,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,,other,,Asphalt roads,Other,1,1
rbtyu4cu,New Delhi,06-04-20,F,65,13:34:00,Friday,Elementary school,Employee,5-10yr,,Governmental,,other,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
431ysb4z,Bangalore,07-04-20,M,63,13:34:00,Friday,Above high school,Owner,5-10yr,,Owner,5-10yrs,other,Tangent road with flat terrain,,Going straight,0,0
caxb9ob9,Bangalore,08-04-20,M,55,15:59:00,Tuesday,Junior high school,Employee,2-5yr,Automobile,,,,,Asphalt roads,Going straight,1,1
j9t292u6,New Delhi,09-04-20,M,57,15:59:00,Tuesday,Junior high school,Employee,2-5yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
b8d1ylg0,Mumbai,10-04-20,M,65,19:14:00,Monday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Governmental,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
gsgntf4c,Bangalore,11-04-20,M,54,19:14:00,Monday,Junior high school,Employee,5-10yr,Automobile,Owner,1-2yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
94aaa3gq,Bangalore,12-04-20,M,72,18:20:00,Thursday,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
nu8ckeud,Pune,13-04-20,M,75,22:00:00,Friday,Junior high school,Owner,2-5yr,Automobile,Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
9yugpfzd,Gurgaon,14-04-20,M,49,22:00:00,Friday,High school,Owner,2-5yr,Public (> 45 seats),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,0,0
e76uz8yx,Mumbai,15-04-20,M,51,15:34:00,Wednesday,,Employee,,Lorry (41?100Q),Owner,2-5yrs,Double carriageway (median),Escarpments,Asphalt roads,,0,0
fj1am1bv,Bangalore,16-04-20,M,60,19:29:00,Friday,Junior high school,Owner,1-2yr,Automobile,Owner,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
u9azgdp5,Gurgaon,17-04-20,M,64,19:29:00,Friday,Junior high school,,Below 1yr,Lorry (11?40Q),Owner,1-2yr,Undivided Two way,Escarpments,Asphalt roads,Turnover,1,1
bmfdd0e2,Gurgaon,18-04-20,M,58,19:29:00,Friday,High school,Employee,1-2yr,Public (13?45 seats),Owner,,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
odtbk4b1,Mumbai,19-04-20,M,61,19:29:00,Friday,Above high school,Employee,1-2yr,Public (13?45 seats),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
cza4qsv5,Bangalore,20-04-20,M,67,16:18:00,Saturday,Junior high school,Employee,Above 10yr,,Owner,,other,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
pgvnosot,Mumbai,21-04-20,M,62,16:18:00,Saturday,High school,Employee,1-2yr,Long lorry,Owner,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
crabuenz,Chennai,22-04-20,M,65,13:58:00,Sunday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,One way,Tangent road with flat terrain,Asphalt roads,Other,1,1
ywk8e9ol,New Delhi,23-04-20,F,63,13:58:00,Sunday,Above high school,Other,2-5yr,Lorry (11?40Q),Owner,,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
btxa0tps,Bangalore,24-04-20,M,69,13:58:00,Sunday,High school,Employee,Above 10yr,Lorry (41?100Q),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
6xz2aslj,Mumbai,25-04-20,M,51,17:03:00,Tuesday,Elementary school,Employee,5-10yr,Public (12 seats),Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
e8q7wq0h,Pune,26-04-20,M,62,17:03:00,Tuesday,High school,Employee,1-2yr,,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
yk9xcfou,Jaipur,27-04-20,M,55,20:00:00,Monday,High school,Employee,5-10yr,Taxi,,,other,,Asphalt roads,Going straight,0,0
e1wnn3u6,Bangalore,28-04-20,M,75,20:00:00,Monday,High school,Employee,2-5yr,,Owner,Above 10yr,other,Tangent road with rolling terrain,Asphalt roads,Going straight,1,1
f1ulk9ce,New Delhi,29-04-20,M,40,15:00:00,Wednesday,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
z2el1hm0,Mumbai,30-04-20,M,67,19:32:00,Friday,Above high school,Employee,Above 10yr,,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
4057qib7,Jaipur,01-05-20,M,58,19:32:00,Friday,Above high school,Employee,2-5yr,Lorry (41?100Q),,,other,Tangent road with flat terrain,Asphalt roads,Other,1,1
3q0q9oov,Bangalore,02-05-20,M,60,19:32:00,Friday,Elementary school,Employee,5-10yr,Automobile,Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
i8eiqq6d,Bangalore,03-05-20,M,63,9:45:00,Thursday,Elementary school,Employee,1-2yr,Automobile,Owner,,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Asphalt roads,Overtaking,0,0
cgw2okh8,Kolkata,04-05-20,M,35,9:45:00,Thursday,Junior high school,Employee,,Lorry (41?100Q),Governmental,Below 1yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
bgo8istm,New Delhi,05-05-20,M,62,14:51:00,Thursday,,,,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
kxxy60x9,Hyderabad,06-05-20,M,43,14:51:00,Thursday,Elementary school,Employee,5-10yr,Automobile,Governmental,,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
h3wmo0xj,Chennai,07-05-20,M,63,22:02:00,Saturday,Junior high school,Employee,2-5yr,Automobile,Owner,1-2yr,Undivided Two way,Gentle horizontal curve,Asphalt roads,U-Turn,1,1
cok9qpo2,Gurgaon,08-05-20,F,68,22:02:00,Saturday,Junior high school,Employee,5-10yr,Taxi,Owner,2-5yrs,Undivided Two way,Gentle horizontal curve,Asphalt roads,Going straight,1,1
z5z7p0n7,Vadodara,09-05-20,M,65,22:02:00,Saturday,High school,Employee,2-5yr,,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
avnf6w3m,Chennai,10-05-20,M,48,9:10:00,Thursday,Junior high school,Employee,1-2yr,,Owner,2-5yrs,Undivided Two way,Gentle horizontal curve,Asphalt roads,Going straight,1,1
m59hfrzz,Bangalore,11-05-20,M,63,7:50:00,Thursday,Junior high school,Employee,1-2yr,Automobile,Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
57q69icp,Bangalore,12-05-20,M,64,7:50:00,Thursday,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,,other,Tangent road with flat terrain,Asphalt roads,Turnover,0,0
kcep2eyq,Jaipur,13-05-20,F,61,7:50:00,Thursday,Illiterate,Employee,unknown,,Owner,Above 10yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
yvyqjxvy,Ahmedabad,14-05-20,M,50,17:10:00,Wednesday,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
cx6eh0ff,Hyderabad,15-05-20,M,59,17:10:00,Wednesday,Junior high school,Employee,1-2yr,Public (12 seats),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
qphtq7q2,Bangalore,16-05-20,M,55,7:55:00,Wednesday,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
t85yioyl,Mumbai,17-05-20,F,45,7:55:00,Wednesday,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Governmental,,Two-way (divided with broken lines road marking),Escarpments,Asphalt roads,Moving Backward,0,0
fy1lqk00,Mumbai,18-05-20,M,65,8:42:00,Monday,Junior high school,Owner,5-10yr,Stationwagen,Owner,2-5yrs,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
zvop8bxh,Gurgaon,19-05-20,M,61,8:42:00,Monday,High school,Employee,1-2yr,Ridden horse,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
mp1h8qei,Mumbai,20-05-20,M,49,15:36:00,Monday,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
0vhy44iq,Pune,21-05-20,M,72,15:36:00,Monday,Junior high school,Employee,1-2yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
